word,z,n_agency,n_caller
aapartment,-0.8192646975894622,0,149
inner,-0.8183608105036021,14,87
messing,-0.816510842443117,0,148
ending,-0.816510842443117,0,148
affordable,-0.8137476680769955,0,147
continually,-0.8137476680769955,0,147
nextdoor,-0.8137476680769955,0,147
squatting,-0.8109750792330741,0,146
apartmentbuilding,-0.8109750792330741,0,146
hasn,-0.808192979019365,0,145
encroached,-0.808192979019365,0,145
vary,-0.808192979019365,0,145
amenity,-0.808192979019365,0,145
nice,-0.808192979019365,0,145
house',-0.808192979019365,0,145
beyond,-0.8054074634528491,148,781
obviously,-0.805401268870408,0,144
illegalapartment,-0.805401268870408,0,144
theother,-0.8025998485065232,0,143
harmful,-0.7997886158917786,0,142
redoing,-0.7997886158917786,0,142
plenty,-0.7941362967231509,0,140
enforced,-0.7941362967231509,0,140
enjoy,-0.7912949969188735,0,139
inconvenient,-0.7912949969188735,0,139
intense,-0.7912949969188735,0,139
noxiou,-0.7912949969188735,0,139
publicly,-0.7912949969188735,0,139
carpet,-0.7912949969188735,0,139
refund,-0.7912949969188735,0,139
newborn,-0.7884434582690646,0,138
violently,-0.7884434582690646,0,138
beenout,-0.7884434582690646,0,138
packing,-0.7855815692774917,0,137
lately,-0.7855815692774917,0,137
answered,-0.7855815692774917,0,137
senate,-0.7827092164095502,0,136
livingthere,-0.7827092164095502,0,136
aweek,-0.7798262840397088,0,135
bedroomapartment,-0.7798262840397088,0,135
drunk,-0.7798262840397088,0,135
wish,-0.7798262840397088,0,135
permitting,-0.7798262840397088,0,135
basic,-0.7769326543971941,0,134
nursing,-0.7769326543971941,0,134
asthmatic,-0.7740282075098566,0,133
skip,-0.7740282075098566,0,133
releasing,-0.7740282075098566,0,133
agreed,-0.7711128211461241,0,132
annoying,-0.7711128211461241,0,132
investigator,-0.7711128211461241,0,132
rattling,-0.7711128211461241,0,132
suit,-0.7711128211461241,0,132
purchase,-0.7711128211461241,0,132
listen,-0.7711128211461241,0,132
mitchell,-0.7711128211461241,0,132
federated,-0.7711128211461241,0,132
bbl,-0.7711128211461241,0,132
policy,-0.7681863707549805,0,131
volume,-0.7681863707549805,0,131
unique,-0.7681863707549805,0,131
thehome,-0.7681863707549805,0,131
offer,-0.7652487294038746,0,130
lafayette,-0.7652487294038746,0,130
okay,-0.7652487294038746,0,130
intoan,-0.7652487294038746,0,130
repeat,-0.7622997677144743,0,129
gather,-0.7622997677144743,0,129
bklyn,-0.7622997677144743,0,129
you're,-0.7622997677144743,0,129
ben,-0.7622997677144743,0,129
boss,-0.7622997677144743,0,129
evicted,-0.7622997677144743,0,129
airconditioner,-0.7594007161930452,15,91
thisha,-0.7593393537961795,0,128
meat,-0.7563673531772894,0,127
receipt,-0.7563673531772894,0,127
coronaviru,-0.7563673531772894,0,127
amonth,-0.7563673531772894,0,127
negatively,-0.7563673531772894,0,127
american,-0.7563673531772894,0,127
southwest,-0.7553773060033997,13,80
supportive,-0.7533836287337272,0,126
deed,-0.7533836287337272,0,126
rainfall,-0.7533836287337272,0,126
shady,-0.7533836287337272,0,126
peopleare,-0.7533836287337272,0,126
assume,-0.7533836287337272,0,126
lotof,-0.7503880406152135,0,125
expedite,-0.7503880406152135,0,125
elan,-0.7503880406152135,0,125
lung,-0.7503880406152135,0,125
consideration,-0.7473804461687779,0,124
arepeople,-0.7473804461687779,0,124
seller,-0.7443606998594859,0,123
informing,-0.7443606998594859,0,123
legitimate,-0.7443606998594859,0,123
habitability,-0.7443606998594859,0,123
thedoor,-0.7443606998594859,0,123
shooting,-0.7413286531882647,0,122
meaning,-0.7413286531882647,0,122
beeping,-0.7413286531882647,0,122
utm,-0.7413286531882647,0,122
vulnerable,-0.7413286531882647,0,122
usual,-0.7413286531882647,0,122
vrbo,-0.7382841546066867,0,121
thanksgiving,-0.7382841546066867,0,121
jewelry,-0.7382841546066867,0,121
securing,-0.7364107162469143,14,85
celling,-0.7352270494285786,0,120
residency,-0.7352270494285786,0,120
accountable,-0.7352270494285786,0,120
needing,-0.7321571797383112,0,119
city',-0.7321571797383112,0,119
klein,-0.7321571797383112,0,119
cheap,-0.7321571797383112,0,119
waking,-0.7321571797383112,0,119
competition,-0.7321571797383112,0,119
ruining,-0.7321571797383112,0,119
happy,-0.7290743842956096,0,118
somehow,-0.7290743842956096,0,118
upset,-0.7290743842956096,0,118
trafficking,-0.7290743842956096,0,118
regulated,-0.7290743842956096,0,118
stopping,-0.7269142156636116,96,511
challenge,-0.7259784984367281,0,117
leased,-0.7259784984367281,0,117
nowhere,-0.7228693539718162,0,116
thescaffolding,-0.7228693539718162,0,116
isalso,-0.7228693539718162,0,116
disrupt,-0.7228693539718162,0,116
ringing,-0.7228693539718162,0,116
wave,-0.7228693539718162,0,116
disrespectful,-0.7228693539718162,0,116
frequency,-0.7197467790782914,0,115
shareholder,-0.7197467790782914,0,115
fishbach,-0.7197467790782914,0,115
evict,-0.7197467790782914,0,115
children',-0.7197467790782914,0,115
andthi,-0.7197467790782914,0,115
jalen,-0.7166105981900345,0,114
floodlight,-0.7166105981900345,0,114
blast,-0.7166105981900345,0,114
licensing,-0.7134644775962437,18,106
mohamed,-0.7134606318821961,0,113
expense,-0.7134606318821961,0,113
reache,-0.7134606318821961,0,113
snowing,-0.7134606318821961,0,113
oforder,-0.7134606318821961,0,113
compromising,-0.7131535849041614,85,454
screenshot,-0.710296696751411,0,112
sincerely,-0.710296696751411,0,112
arestill,-0.710296696751411,0,112
weiner,-0.710296696751411,0,112
adelphi,-0.710296696751411,0,112
fabric,-0.710296696751411,0,112
shaky,-0.710296696751411,0,112
unreliable,-0.7071186052911836,0,111
buildingconstruction,-0.7071186052911836,0,111
who',-0.7071186052911836,0,111
explained,-0.7071186052911836,0,111
manually,-0.7071186052911836,0,111
marketed,-0.7071186052911836,0,111
folk,-0.7071186052911836,0,111
mildew,-0.7071186052911836,0,111
urinating,-0.7039261657622131,0,110
separately,-0.7039261657622131,0,110
sole,-0.7039261657622131,0,110
empire,-0.7034758963414377,16,95
abraham,-0.7007191820574001,0,109
louder,-0.7007191820574001,0,109
meanwhile,-0.7007191820574001,0,109
assisted,-0.7007191820574001,0,109
stage,-0.7004690870966153,19,111
disposed,-0.6974974535612675,0,108
sudden,-0.6974974535612675,0,108
incase,-0.6942607750035086,0,107
inthi,-0.6942607750035086,0,107
seemingly,-0.6942607750035086,0,107
alerted,-0.6942607750035086,0,107
unsightly,-0.691008936306363,0,106
havea,-0.691008936306363,0,106
deliver,-0.691008936306363,0,106
fearful,-0.691008936306363,0,106
family',-0.691008936306363,0,106
strongly,-0.691008936306363,0,106
effectively,-0.6877417224254962,0,105
forabout,-0.6877417224254962,0,105
basementinto,-0.6844589131840457,0,104
confronted,-0.6844589131840457,0,104
solve,-0.6844589131840457,0,104
rumbling,-0.6844589131840457,0,104
love,-0.6844589131840457,0,104
whoever,-0.6844589131840457,0,104
realtor,-0.6844589131840457,0,104
grandmother,-0.6844589131840457,0,104
enforcer,-0.6811602830994625,0,103
hiring,-0.6811602830994625,0,103
hoping,-0.6811602830994625,0,103
generally,-0.6811602830994625,0,103
jewish,-0.6811602830994625,0,103
disclosed,-0.6811602830994625,0,103
isgoing,-0.6778456012027766,0,102
everyone',-0.6778456012027766,0,102
elderlypeople,-0.6778456012027766,0,102
suggesting,-0.6778456012027766,0,102
explode,-0.6778456012027766,0,102
beinspected,-0.6778456012027766,0,102
stink,-0.6778456012027766,0,102
shook,-0.6778456012027766,0,102
thedriveway,-0.6745146308498623,0,101
guess,-0.6745146308498623,0,101
poisoning,-0.6745146308498623,0,101
rip,-0.6745146308498623,0,101
approached,-0.6745146308498623,0,101
historical,-0.6745146308498623,0,101
theweekend,-0.6711671295242762,0,100
retaliation,-0.6711671295242762,0,100
isillegal,-0.6711671295242762,0,100
violent,-0.6711671295242762,0,100
noticing,-0.6678028486312,0,99
nervou,-0.6678028486312,0,99
adriveway,-0.6678028486312,0,99
disposing,-0.6678028486312,0,99
mat,-0.6667427827414758,22,126
bother,-0.6644215332819916,0,98
individually,-0.6644215332819916,0,98
consider,-0.6644215332819916,0,98
figure,-0.6644215332819916,0,98
comfortable,-0.6644215332819916,0,98
expensive,-0.6644215332819916,0,98
title,-0.6610229220688173,0,97
routinely,-0.6610229220688173,0,97
boyfriend,-0.6610229220688173,0,97
broker,-0.6610229220688173,0,97
insured,-0.6610229220688173,0,97
unusual,-0.6610229220688173,0,97
wrote,-0.6610229220688173,0,97
disaster,-0.6610229220688173,0,97
isconstruction,-0.6610229220688173,0,97
blinding,-0.6610229220688173,0,97
negative,-0.6610229220688173,0,97
healthy,-0.6610229220688173,0,97
navigate,-0.6610229220688173,0,97
imagine,-0.6610229220688173,0,97
constructionwithout,-0.6576067468288026,0,96
elevatori,-0.6576067468288026,0,96
yehezkel,-0.6576067468288026,0,96
warranted,-0.6576067468288026,0,96
destruction,-0.6576067468288026,0,96
afford,-0.6541727323970956,0,95
organization,-0.6541727323970956,0,95
stillworking,-0.6541727323970956,0,95
chance,-0.6541727323970956,0,95
onefamily,-0.6541727323970956,0,95
essentially,-0.6541727323970956,0,95
buzzing,-0.6541727323970956,0,95
blockingthe,-0.6541727323970956,0,95
border,-0.6541727323970956,0,95
accurately,-0.6507205963482029,0,94
scam,-0.6507205963482029,0,94
difference,-0.6507205963482029,0,94
mentally,-0.6507205963482029,0,94
andpeople,-0.6507205963482029,0,94
duration,-0.6507205963482029,0,94
decibel,-0.6507205963482029,0,94
lanlord,-0.6507205963482029,0,94
siding,-0.6488308155809004,128,669
fewer,-0.6472500487249095,0,93
transformed,-0.6472500487249095,0,93
homewithout,-0.6472500487249095,0,93
motorist,-0.6472500487249095,0,93
aren,-0.6472500487249095,0,93
thewater,-0.6472500487249095,0,93
thinking,-0.6472500487249095,0,93
population,-0.6472500487249095,0,93
someone',-0.6437607917540429,0,92
financial,-0.6437607917540429,0,92
struggle,-0.6437607917540429,0,92
williamsburg,-0.6437607917540429,0,92
considering,-0.6437607917540429,0,92
losing,-0.6437607917540429,0,92
proceeded,-0.6437607917540429,0,92
coyle,-0.6437607917540429,0,92
deeply,-0.6437607917540429,0,92
brightness,-0.6402525195482981,0,91
unused,-0.6402525195482981,0,91
macon,-0.6402525195482981,0,91
attracted,-0.6402525195482981,0,91
world,-0.6367249177932752,0,90
tremendou,-0.6367249177932752,0,90
hostile,-0.6367249177932752,0,90
nowork,-0.6367249177932752,0,90
dhcr,-0.6367249177932752,0,90
isoccupied,-0.6367249177932752,0,90
nissan,-0.6367249177932752,0,90
disease,-0.6367249177932752,0,90
ataddress,-0.6331776634188224,0,89
polluting,-0.6331776634188224,0,89
thetenant,-0.6331776634188224,0,89
isunsafe,-0.6331776634188224,0,89
workingfor,-0.6331776634188224,0,89
thislocation,-0.6331776634188224,0,89
iscoming,-0.6331776634188224,0,89
consequence,-0.6296104242537153,0,88
littering,-0.6296104242537153,0,88
sinceyesterday,-0.6296104242537153,0,88
aside,-0.6296104242537153,0,88
reservation,-0.6296104242537153,0,88
onfor,-0.6296104242537153,0,88
warned,-0.6260228586626247,0,87
mandatory,-0.6260228586626247,0,87
prolonged,-0.6260228586626247,0,87
woken,-0.6260228586626247,0,87
spewing,-0.6260228586626247,0,87
profile,-0.6260228586626247,0,87
abusiness,-0.6260228586626247,0,87
urinate,-0.6260228586626247,0,87
logo,-0.6260228586626247,0,87
alleviate,-0.6260228586626247,0,87
pdf,-0.6260228586626247,0,87
colored,-0.6260228586626247,0,87
arent,-0.6224146151642507,0,86
reliable,-0.6224146151642507,0,86
reply,-0.6224146151642507,0,86
thecaller,-0.6224146151642507,0,86
recognized,-0.6187853320294183,0,85
bunk,-0.6187853320294183,0,85
protta,-0.6187853320294183,0,85
lawfully,-0.6187853320294183,0,85
rug,-0.6187853320294183,0,85
barking,-0.6187853320294183,0,85
doingwork,-0.6187853320294183,0,85
oneelevator,-0.6187853320294183,0,85
appreciated,-0.6187853320294183,0,85
managment,-0.6151346368578258,0,84
smelly,-0.6151346368578258,0,84
overwhelming,-0.6151346368578258,0,84
squirrel,-0.6151346368578258,0,84
poop,-0.6151346368578258,0,84
russian,-0.6151346368578258,0,84
estimate,-0.6114621461320541,0,83
abnb,-0.6114621461320541,0,83
learned,-0.6114621461320541,0,83
thoroughly,-0.6114621461320541,0,83
verystrong,-0.6114621461320541,0,83
toy,-0.6114621461320541,0,83
china,-0.6114621461320541,0,83
specially,-0.6114621461320541,0,83
alternative,-0.6111721527137195,17,98
orderi,-0.6077674647473182,0,82
encroach,-0.6077674647473182,0,82
wondering,-0.6077674647473182,0,82
background,-0.6077674647473182,0,82
jeep,-0.6077674647473182,0,82
realize,-0.6077674647473182,0,82
enjoyment,-0.6040501855153296,0,81
janitor,-0.6040501855153296,0,81
upload,-0.6040501855153296,0,81
tomy,-0.6003098886405105,0,80
spite,-0.6003098886405105,0,80
upcoming,-0.6003098886405105,0,80
frustrating,-0.6003098886405105,0,80
thismorning,-0.6003098886405105,0,80
glendale,-0.6003098886405105,0,80
singh,-0.6003098886405105,0,80
sunset,-0.6003098886405105,0,80
digit,-0.6003098886405105,0,80
tank,-0.5466779121807127,183,939
ilegal,-0.5461420237041539,24,133
peeling,-0.5413585133303807,30,164
constructed,-0.5346289464651972,529,2664
consisting,-0.5318860310302379,17,96
span,-0.5318860310302379,17,96
benefit,-0.5239485169938959,14,80
lighting,-0.5224640486863962,322,1632
mix,-0.5210073047454459,50,266
false,-0.5162627523296494,234,1192
acceptable,-0.4995400855253437,26,142
ofconstruction,-0.4919318503047936,13,74
generator,-0.47787104331548114,124,638
tampered,-0.4747036504245709,19,105
pleaseinspect,-0.4580564315645149,12,68
percent,-0.4519442575387334,29,156
free,-0.45030241242778535,81,420
ida,-0.43319817695141666,34,181
rack,-0.4075088084162826,24,129
fireescape,-0.40338517168530214,34,180
entryway,-0.4000086785734156,13,72
inc,-0.39729029862932885,126,643
nose,-0.3858786280352649,21,113
walked,-0.3656280276317939,56,290
affixed,-0.36303638855669174,18,97
attack,-0.35831098541387585,28,148
pallet,-0.3252426972331901,28,147
lost,-0.31804368729130544,56,288
enclosed,-0.31349345679289453,109,553
mesh,-0.3130978127962511,34,177
alleged,-0.3058747454142002,13,70
accessing,-0.3039298991697927,41,212
outer,-0.28681580083549646,31,161
enclosure,-0.2723788741354554,86,436
bulding,-0.2632765671333227,25,130
modified,-0.25531906489614636,93,470
transfer,-0.24277204362813673,17,89
controlled,-0.22286734155081003,31,159
commerical,-0.22286734155081003,31,159
eating,-0.22117844026083963,35,179
disconnected,-0.22033387145819883,47,239
thecellar,-0.2017655196926971,16,83
planting,-0.19392088116089176,135,675
tight,-0.1580064831515838,15,77
shock,-0.1558990345637233,19,97
sloping,-0.15587940392351757,24,122
represent,-0.1145025312115935,19,96
landing,-0.10468635010923098,77,383
resulting,-0.10345714820145484,76,378
max,-0.07463336342002941,20,100
mechanical,-0.0697714570708715,137,677
unfinished,-0.06587978758301753,34,169
variance,-0.06428919710555087,273,1346
similar,-0.055023944372417734,72,356
grade,0.017538301867423063,121,593
tied,0.02112485462937546,67,328
overhang,0.030840098469533173,15,73
constuction,0.05156658458150565,28,136
resting,0.06030180987311827,18,87
insulated,0.07939370037205404,15,72
stairway,0.1255341098921266,78,377
plu,0.14603860561319446,165,800
fraudulent,0.17950535333541848,61,292
pull,0.20277064749489535,74,354
shifted,0.2386948364891471,42,198
dohmh,0.28504373879339157,22,101
contruction,0.2852926228950398,49,230
skylight,0.29663277560091705,47,220
finishing,0.32703629543290796,22,100
penthouse,0.3960995479778996,41,188
railing,0.39848632766332076,120,566
solar,0.41112329916112034,55,254
expire,0.4186594938565339,42,192
laborer,0.4290512112606482,18,79
counter,0.4589940585642475,19,83
undermining,0.47272196657582155,50,228
lifting,0.4803792331846362,49,223
cord,0.4862696096803873,106,494
osha,0.5118636285555603,100,464
inbasement,0.5190037555153534,16,68
charger,0.5259487602068186,18,77
support,0.5290938714347865,342,1627
ref,0.5351099867777651,25,109
accessed,0.5412003031263305,42,188
personnel,0.5614046195688925,40,178
capped,0.5715015844471888,16,67
critical,0.5761685108632387,25,108
illuminated,0.5874802390307227,63,285
identified,0.6005254321846129,26,112
cycle,0.6312776174114405,29,125
sro,0.6504605380904407,197,919
digital,0.6751281737561429,18,74
split,0.6779037341514795,145,669
pit,0.696969306550235,65,290
excavated,0.7048947567834712,61,271
survey,0.7181361791921793,78,350
crosswalk,0.7297694811576568,30,127
leaning,0.7413312085025116,578,2743
model,0.7417271382885868,41,177
claiming,0.7715000952825761,80,357
multi,0.781865874507381,229,1062
ina,0.7883957558144423,31,130
wing,0.8034714800527439,46,198
correct,0.8068144484136843,225,1041
northeast,0.8193003621839979,20,80
thtf,0.8402314543560268,80,0
prmt,0.8454666516537084,81,0
buiding,0.8490541557275654,19,75
rubbish,0.8490541557275654,19,75
masn,0.8506696325370409,82,0
dtachd,0.8506696325370409,82,0
governor'sexecutive,0.8506696325370409,82,0
neck,0.8657950245051239,29,119
condn,0.8711708829490763,86,0
lckd,0.8711708829490763,86,0
rubble,0.8723810749681609,25,101
undr,0.8812426816969511,88,0
collpsd,0.8812426816969511,88,0
southeast,0.8816232941426426,18,70
procedure,0.8819388066088363,47,200
shattered,0.8875446472985529,21,83
iga,0.8912006680665205,90,0
upk,0.8961381689563649,91,0
bulg,0.9010486154762318,92,0
pushing,0.9067773134265301,43,181
strctrl,0.9156219695827831,95,0
disrpr,0.9299669872366537,98,0
missng,0.9487563651824931,102,0
path,0.9614013227327539,79,344
conc,0.967180812198921,106,0
prtly,0.967180812198921,106,0
crk,0.9717323450781232,107,0
wndw,0.9762626593029455,108,0
lkd,0.9762626593029455,108,0
proposed,0.9766249802946033,33,134
percode,0.9807720489086432,109,0
tree,0.9809155990733706,680,3203
soil,0.9908738256221568,123,547
lck,1.003014959594867,114,0
tower,1.0096013792995857,117,518
inoperable,1.0142632761824506,57,241
sfty,1.0161270380406684,117,0
prot,1.0161270380406684,117,0
toprotect,1.0288255954351808,17,63
earth,1.0375616760088024,41,168
prvd,1.0418562862894003,123,0
toolbox,1.0502926556469807,125,0
fnd,1.0544855318391728,126,0
belt,1.0564184574794726,19,71
bcchapter,1.0586618032702064,127,0
charrd,1.0833814319657469,133,0
colp,1.0955321161411387,136,0
boulder,1.0980608748044605,22,83
dock,1.1209640853730771,35,139
arrest,1.1220341979806787,20,74
manuf,1.135095479438211,146,0
framng,1.138976239500827,147,0
pty,1.1428438228152267,148,0
sffrd,1.169558881608853,155,0
anchored,1.1743019451961945,20,73
documentsand,1.180823201187437,158,0
fixture,1.1836833865524112,213,956
pan,1.196669848382506,22,81
pro,1.227113512499304,20,72
crane,1.2283441440148812,332,1513
fuel,1.2425535123274516,46,184
qualified,1.2546676245380355,27,101
copyof,1.2568501283457265,179,0
roll,1.2606012130842679,52,210
loaded,1.2884495878235958,26,96
urgent,1.2904008904968898,167,734
swing,1.2985541074045786,40,156
scbofr,1.308453530551469,194,0
handling,1.3249425540013942,33,125
trim,1.3285111375576606,19,66
hatch,1.33430962530933,26,95
interior,1.358603975774001,534,2457
prty,1.3613430437843679,210,0
nov,1.3627492037440578,60,242
protruding,1.3939709914204592,39,149
heavily,1.408581084766331,49,192
placement,1.408641965510863,37,140
crckd,1.43395854120677,233,0
susp,1.4462152285639327,237,0
immed,1.4492632062262782,238,0
reading,1.4549752989405311,53,208
stop,1.49380462299272,1626,7664
unstable,1.5181048664558645,520,2372
waterproofing,1.558869402243042,23,78
hardazou,1.5606822626687766,276,0
atthe,1.5688166497721652,42,157
glass,1.588103542615878,302,1340
cofo,1.5963504312635888,31,110
prtlly,1.5970160238283857,289,0
seal,1.6012657856994768,69,273
indicatingunsafe,1.6025327295755527,291,0
cllpsd,1.6352422367337225,303,0
invalid,1.6667363417313399,21,68
civilian,1.6704770279835577,20,64
nonessential,1.6704770279835577,20,64
brck,1.672595185325974,317,0
party,1.7122706752785724,485,2185
user,1.720366834646247,73,286
ewo,1.7347589503893557,341,0
connected,1.75418161456431,419,1871
bracket,1.7571564458139355,135,560
station,1.763065706113092,155,650
inadq,1.7824353250177762,360,0
pump,1.7944434531753743,131,540
hrp,1.7951119747461746,37,130
supp,1.797228334710761,366,0
element,1.8121673937333869,147,611
crck,1.8264550240424422,378,0
inadeq,1.8384957181725072,383,0
administrative,1.8437746896304217,78,303
injure,1.8470532284801893,46,166
rep,1.872345925048806,24,76
grounding,1.878420165813726,23,72
jumped,1.8860901137543846,22,68
ohp,1.8905641672073161,405,0
engaging,1.9072924188369267,20,60
diesel,1.9118151657974993,45,160
ndfloor,1.9196552229743453,25,79
dmgd,1.9412368330463625,427,0
respondent,1.9508728287544503,31,102
erect,1.9510929641353185,34,114
lift,1.9813299245643747,124,499
visibility,1.9881001065012627,46,162
lacking,2.073923608549381,21,61
loss,2.0790527705580746,37,123
condenser,2.0986525389987083,29,91
undocumented,2.1094770090445083,57,204
mini,2.1394310205760485,76,283
cleaning,2.1558664082547856,201,833
obsrvd,2.185076847446612,541,0
treated,2.1868479953143054,25,74
explosion,2.1968734401968466,62,222
spill,2.21826896369908,33,104
assessment,2.2378110694565696,30,92
sloped,2.241779892423638,25,73
amended,2.257640341887622,24,69
concrete,2.3039331655555317,1150,5238
testing,2.3521778996604183,47,156
premise,2.3526219123313417,454,1972
advertising,2.3553493448711094,170,682
hurting,2.390988187424183,26,74
vented,2.4122403463289137,28,81
gov,2.4349529156988052,69,243
step,2.466341584142296,529,2306
propane,2.4900584288004572,68,237
act,2.5201930673142514,106,395
penalty,2.5691770718141655,63,214
prohibited,2.6008110759563494,52,169
impact,2.606642622302006,121,455
restrict,2.6703481368068824,24,62
shore,2.683844239680779,37,109
hip,2.703176066770576,23,58
elevated,2.7267478614100935,64,213
dyn,2.7534324213752646,859,0
separation,2.7654736753660663,57,184
boom,2.776476013660706,53,168
obsvd,2.7900554739360772,882,0
balance,2.820901231437653,25,63
formed,2.8482244006257886,26,66
tripping,3.0023112159372265,70,228
solid,3.0079175050333973,51,154
carport,3.131470453258652,50,147
rusted,3.167007394122728,87,290
padlock,3.1721918868283288,77,250
erection,3.20264323521212,31,77
observation,3.205709206600552,59,179
existing,3.259774758457065,349,1410
claimed,3.278881947425238,83,270
control,3.285208973548,185,692
hunter,3.294499466180503,67,207
cover,3.297918985596507,394,1607
cap,3.3309744963141372,86,280
cable,3.3310287886550918,235,904
carpentry,3.347517831878596,41,109
authorization,3.358278413932907,106,359
bolt,3.381054863964141,69,212
powered,3.4437988425405375,37,93
charging,3.46118415754747,157,564
plank,3.46746471599613,153,547
arranged,3.4712098483133857,26,56
obstructing,3.480176092023639,157,563
cast,3.5576707996287404,32,74
duringconstruction,3.575979103776246,36,87
graffiti,3.5991735289758573,66,194
windowsill,3.6033394360353244,26,54
dismantling,3.6033394360353244,26,54
component,3.6269969106961195,54,149
essential,3.669352696966576,656,2746
statu,3.6836416399391037,154,540
incomplete,3.7134420223059057,56,154
statement,3.7445563580200885,62,175
pilot,3.7492651181491667,28,58
chief,3.757123359529433,29,61
subject,3.815119997071455,114,372
doesnot,3.828983987156367,44,109
notified,3.9208544566783217,374,1463
obstruction,3.9219743284597404,108,344
actpl,3.93365475366842,1753,0
diagonal,3.936923010180022,35,77
ended,3.9836750807353414,78,227
variou,3.9997327837156775,228,830
posing,4.057008376697822,93,281
dresser,4.077988296075048,29,56
mayor',4.079054626183304,30,59
expose,4.135316921122967,65,175
ramp,4.162886124917563,212,753
impeding,4.163059515026879,50,122
toa,4.163078403838407,35,73
footing,4.263289487055708,58,147
excavator,4.268747101055113,95,281
carrying,4.281590075553653,107,326
lose,4.342454302090809,70,187
field,4.373292003376914,66,172
insurance,4.381780042839089,168,561
stfloor,4.4135372737451,29,51
conduct,4.475236989818906,146,469
signage,4.490151040121328,219,762
hand,4.564835325155303,332,1229
damage,4.57403017303506,1420,6093
overloaded,4.574281353473129,37,72
minor,4.590723059149434,134,417
documented,4.605237096257334,82,222
designation,4.6323565523889725,37,71
opening,4.663685892374229,352,1306
bulge,4.66451543294415,31,53
battery,4.680709408090479,79,209
referred,4.697496364466325,60,143
container,4.759736306877085,247,860
talk,4.760103837308709,122,364
closure,4.805822095826033,62,147
exceeding,4.816129964645969,75,191
alternate,4.832932845155437,61,143
knee,4.90162051219783,106,299
hardware,4.915534626217792,40,75
grinder,4.936589443973945,36,63
requirement,4.941342250932805,283,996
pipe,4.956020047055182,2103,9160
director,5.008226239590196,62,142
clutter,5.022705103645494,34,56
ppe,5.069227598985385,96,257
unsecure,5.111868013838227,37,63
dhs,5.111868013838227,37,63
dead,5.156248748580401,176,553
courtyard,5.16602795424857,265,907
landed,5.166691090665491,56,119
conduit,5.173663824308505,66,151
surveillance,5.183921917364048,50,100
evaluate,5.203632392038308,40,70
miss,5.26353848674869,67,152
liability,5.307657585187042,57,119
sanitary,5.343790753981761,55,112
protected,5.347981533399823,223,727
ebike,5.4408366962032195,40,66
proximity,5.473693365473538,76,176
endangering,5.491024062494967,100,257
crack,5.564261878892379,2281,9842
chute,5.588916939618173,49,89
unsecured,5.626968873244425,161,473
sticker,5.639318084859006,114,301
dsny,5.66253080980671,46,79
barrier,5.672639255645814,282,942
emt,5.7367903721634175,35,48
uncovered,5.821680397828813,64,129
distributed,5.843291679510769,36,49
venting,5.8599420662614135,82,185
deteriorating,5.903025836777953,132,355
cure,5.9320003357880955,43,66
buisness,5.9441486646705854,35,45
remdy,5.94712931030676,80,1
signed,6.023460877478303,167,477
bearing,6.069396242225476,105,255
cont,6.070125926844345,90,1
vertical,6.094231597060844,444,1571
trade,6.117440803616375,38,50
approve,6.175136558169209,90,202
backward,6.186440944674072,36,44
jersey,6.189847981912069,75,154
hotel,6.18989050056384,708,2676
method,6.193363539152226,58,103
ordr,6.20079468874467,102,1
complied,6.233960746899805,43,61
partially,6.252386390049419,337,1122
eroded,6.287016475517973,37,45
workorder,6.292906166187834,184,527
lithium,6.321945070720473,42,57
comissioner,6.326066823128563,115,1
ceu,6.446135404939974,129,1
reqd,6.470180967671693,132,1
keeping,6.4791280517150796,143,371
defaced,6.4870413003985306,58,97
shaft,6.514052252019376,185,520
cllpse,6.546611276776073,142,1
preshift,6.553960602798583,143,1
uninhabitable,6.6258735059203016,55,86
stepped,6.659076600913799,38,42
ewn,6.691231673156718,163,1
kept,6.704197533678254,193,540
excavation,6.720584755903392,687,2526
apprvd,6.765888464494213,175,1
inspectiondue,6.812939046570883,183,1
mezzanine,6.853887467205884,47,61
master,6.887652753600912,100,213
submit,6.986747772126216,106,229
posed,6.988673880608589,43,49
hit,7.008945716644704,530,1842
sub,7.0622343449472025,183,487
signature,7.123475496782596,48,59
monitor,7.168939843645023,131,304
vacp,7.221583135639549,269,1
revoked,7.361151205634955,95,184
watchperson,7.391283658948133,315,1
fdn,7.418518337134872,82,2
adequately,7.421861772926479,60,84
detailed,7.436521050171178,53,66
enlargement,7.4525389473102575,61,86
req'd,7.489870871194772,345,1
leftoff,7.489870871194772,345,1
unprotected,7.500944059395592,148,348
detaching,7.506807621795555,43,41
staging,7.553084084431716,42,38
circuit,7.603739375733357,157,374
unsupported,7.617962936849361,51,58
roof,7.622847086505613,4182,18020
brick,7.674927837443696,1847,7429
framed,7.690668547028704,54,64
watch,7.701141495985714,115,235
brickwork,7.711015853224501,57,71
annual,7.714242303379939,50,54
enforcement,7.7286201279694176,327,980
ssc,7.729137809512113,101,2
opn,7.743785436085079,102,2
rehab,7.783934681975916,67,95
dob,7.796525005697338,3742,15951
rdp,7.82092697974161,466,1
thr,7.836666026260462,47,45
oem,7.84466804553709,476,1
detached,7.86197598125382,164,387
technical,7.863247106473533,45,40
vandalized,7.871715426194485,59,73
gas,7.90821048204494,2727,11313
section,7.908961872998281,568,1911
carpenter,7.935335005751822,52,55
